category,rating,label,text_
Electronics_5,5.0,OR,"***UPDATE: December 10th, 2016 - Now that the price dropped to $260, plus $20 rebate, I take back everything I said about the RX 480. Because now, you're essentially paying the same price, for up to 50% more power. The compromise is the increased power draw and electricity bill, but if you're a PC gamer, you don't really care about it too much. Performance is the ultimate goal, and this card delivers in spades. It is the perfect balance of price/performance - $150 cheaper than a GTX 1070, for about 80-90% of the performance. That's amazing.

**UPDATE: August 6th, 2016 - What's even more amazing is that as of right now Amazon is only selling it for $310!**

This is amazing deal, compared to what the other R9 Fury's that are selling on Amazon. It's a little too little, a little too late, as the RX 480's and the the GTX 1060's are already here, with a better price per performance ratio. In a sandbox, an R9 Fury for $350 is a great deal, so that's why I'm giving it give stars. But in the real world, you would be better off to get two Rx 480 4GB's, and only pay $50 more for about 1.5x the performance.

Here are some professional reviews:

wccftech. com/review/sapphire-r9-fury-nitro-review/

pcworld. com/article/3037975/components-graphics/sapphire-nitro-r9-fury-graphics-card-review-fast-furious-and-ridiculously-quiet.html

kitguru. net/components/graphic-cards/zardon/sapphire-nitro-r9-fury-oc-4gb-review/

techpowerup. com/reviews/Sapphire/R9_Fury_Tri-X_OC/

hexus. net/tech/reviews/graphics/90086-sapphire-radeon-r9-fury-nitro/

hardwareasylum. com/reviews/video/sapphire_r9fury-nitro

eteknix. com/sapphire-nitro-oc-r9-fury-graphics-card-review/

**Remember to delete the space between the .com as Amazon does not allow direct links in reviews.

I hope this review helps - good luck!"
Home_and_Kitchen_5,5.0,OR,"The pillowcases arrived early, which was very much appreciated because the pillow arrived the day before. The pillowcases are very soft and fit the pillow exactly. I am very pleased with this purchase."
Books_5,4.0,OR,"This is the first Nicholas Spark novel I have read.  I've seen the movie version of ""The Notebook"" (one of my favorite movies) and ""Nights in Rodanthe"", which I enjoyed.  I saw this book selling for fifty cents at a used book store and figured I'd give it a try, as usually the book is better than the movie.

I was surprised at how quickly I read through this book. I haven't read a fiction book in a long time and found myself inspired to pick it up two nights in a row.  I probably finished it in about 4 or 5 hours.

Even though it wasn't all that deep, I really enjoyed it. And though I knew the ending before I even picked up the book, tears flowed freely at the end (I did however, like the ending of the movie better.  The scene where she sits waiting for him after cooking an amazing meal was so sad and I was really surprised at the ending.)

I liked it enough that I want to read more of Spark's novels.  I am definitely going to read another one very soon."
Electronics_5,5.0,OR,"Worked with no problems to replace the DVD burner in my Windows PC that had gone belly up. I wish it had been available with a white faceplate to match the PC case, but no big deal (in the old days, almost all drives were only available with black faceplates, so I have been here before)."
Electronics_5,4.0,CG,"From the photo, it's difficult to see the cell phone in the picture.

The screen is very bright and bright. The front of the camera is the lightest in the picture. The back of the camera is a clear view. The size of the cell phone is very good. I haven't used it with a portable phone, but I have a Samsung Galaxy S4 and the size of the screen is very good. I haven't used it with an Apple device, but I have used it with a Kindle Fire HDX."
Books_5,3.0,CG,"I enjoyed reading this novel, it kept me engaged in the story.

The author has a way of painting the story. The characters are complex, and the plots are very interesting.

The plot is well written, and the characters are well developed. I enjoyed reading this book.

The book is well researched, and the characters are well developed. The plot is well developed, and the"
Kindle_Store_5,5.0,OR,This book is entertainment to the family :) Cathy Wilson is a really talented writer and 'Your Feelings Matter to Sam the Sloth' is a testiment to this!
Kindle_Store_5,3.0,OR,"Copy courtesy of Netgalley
Stand alone -HEA
Quick read - alternating points of view
Let me start off by saying the story itself was ok. There were a few errors that were distracting/confusing. The reason why Robyn was kicked out at age 15. The whole family dynamics was off. There story in the beginning of the book was not what was revealed at the end. the relationship between Garrick and Robyn pretty much happened over night. Robyn was very independent and she worked hard to pay her bills and finance her degree. Garrick wanted to take care and protect her. He was possessive and bossy. They clashed a lot. But the make ups were hot and sexy.
There was a lot of drama in a short period of time. Robyn became a magnet for trouble. Near rapes, stalkerish ex, drug dealers etc. Everything wrapped up nice and neat in the end."
Clothing_Shoes_and_Jewelry_5,4.0,CG,"Purchased these shoes on a whim. I have a wide foot and need a shoe that fits. I am very happy with the shoe and am happy with the price. I have had many compliments on them. I am very pleased. I love this dress. The material is soft and comfortable. I love the color and the fit. I am 5'4"" and it fits just right. I have a big chest and it is a bit tight around my waist. I am very happy with it. I would definitely recommend it to anyone. Very cute! I was looking for a nice swimsuit. I have a large chest and it fits great. It is a bit large for me and I got a small. I am 5'7"" and I am a 34B. I ordered a medium. It fits great and I'm happy with the purchase. I would recommend it. I have not tried this bra yet, but I like the look of it. It fits well and is very comfortable."
Books_5,5.0,CG,"Staying true to the wisdom of the Buddha, we must continue to follow his teachings.

"
Kindle_Store_5,5.0,OR,"Awesome.  Most families tend to tell their children the Nightmare Before Christmas story however this is no normal family and thus the story isn't normal either. It is the story how a number of executions were carried out . Based on a loose adaptation of the book Ten Little Indians it is a quirky, zany, fast paced little read that is as satisfying as the original. Well written and with great characters."
Home_and_Kitchen_5,4.0,OR,"Have had them a month and so far they are great!  I think if they had constant wear and tear they might get run down, but we only use them occasionally and they are great for that."
Kindle_Store_5,5.0,CG,"Pros: Explains what fear is, what it means to be a person and how it affects our decisions.

I received a copy of this book in exchange for an honest review.I enjoyed this book.  It was good, but it had some issues with the story.  The first one was a little repetitive, the second one was a little more on the predictable side.  I liked the ending, but I didn't like the fact that it ended a little abruptly.  Overall, I liked this book.I enjoyed this book.  It was a little confusing at times, but it was a good book.  The story flowed nicely and kept my interest"
